,ParticipantID,1_AQ_qn0,1_AQ_qn1,1_AQ_qn2,1_AQ_qn3,1_AQ_qn4,1_AQ_qn5,1_AQ_qn6,1_AQ_qn7,1_AQ_qn8,1_AQ_qn9,2_AQ_qn10,2_AQ_qn11,2_AQ_qn12,2_AQ_qn13,2_AQ_qn14,2_AQ_qn15,2_AQ_qn16,2_AQ_qn17,2_AQ_qn18,2_AQ_qn19,3_AQ_qn20,3_AQ_qn21,3_AQ_qn22,3_AQ_qn23,3_AQ_qn24,3_AQ_qn25,3_AQ_qn26,3_AQ_qn27,3_AQ_qn28,3_AQ_qn29,4_AQ_qn30,4_AQ_qn31,4_AQ_qn32,4_AQ_qn33,4_AQ_qn34,4_AQ_qn35,4_AQ_qn36,4_AQ_qn37,4_AQ_qn38,4_AQ_qn39,5_AQ_qn40,5_AQ_qn41,5_AQ_qn42,5_AQ_qn43,5_AQ_qn44,5_AQ_qn45,5_AQ_qn46,5_AQ_qn47,5_AQ_qn48,5_AQ_qn49,5_AQ_qn50,social skill,attention switching,imagination,attention to detail,communication,social_skill_nanMean,attn_switch_nanMean,img_nanMean,attn_to_det_nanMean,comm_nanMean,social_skill_numMissResp,attn_switch_numMissResp,img_numMissResp,attn_to_det_numMissResp,comm_numMissResp,social_skill_reweigh,attn_switch_reweigh,img_reweigh,attn_to_det_reweigh,comm_reweigh,Total_numMissResp
162,30212,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,12.0,10.0,10.0,10.0,0.9,1.2,1.0,1.0,1.0,0,0,0,0,0,9.0,12.0,10.0,10.0,10.0,0
163,30213,0.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,16.0,22.0,17.0,21.0,17.0,1.6,2.2,1.7,2.1,1.7,0,0,0,0,0,16.0,22.0,17.0,21.0,17.0,0
164,30214,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,11.0,16.0,11.0,19.0,8.0,1.1,1.6,1.1,1.9,0.8,0,0,0,0,0,11.0,16.0,11.0,19.0,8.0,0
165,30215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,7.0,14.0,0.0,0.1,0.8,0.7,1.4,0.0,0,0,0,0,0,1.0,8.0,7.0,14.0,0.0,0
166,30216,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,20.0,24.0,13.0,14.0,14.0,2.0,2.4,1.3,1.4,1.4,0,0,0,0,0,20.0,24.0,13.0,14.0,14.0,0
167,30217,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,13.0,3.0,9.0,4.0,0.6,1.3,0.3,0.9,0.4,0,0,0,0,0,6.0,13.0,3.0,9.0,4.0,0
168,30218,2.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,23.0,18.0,7.0,14.0,14.0,2.3,1.8,0.7,1.4,1.4,0,0,0,0,0,23.0,18.0,7.0,14.0,14.0,0
169,30219,2.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,13.0,16.0,11.0,15.0,8.0,1.3,1.6,1.1,1.5,0.8,0,0,0,0,0,13.0,16.0,11.0,15.0,8.0,0
170,30220,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,10.0,11.0,14.0,8.0,0.5,1.0,1.1,1.4,0.8,0,0,0,0,0,5.0,10.0,11.0,14.0,8.0,0
171,30221,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,16.0,16.0,11.0,17.0,14.0,1.6,1.6,1.1,1.7,1.4,0,0,0,0,0,16.0,16.0,11.0,17.0,14.0,0
172,30222,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,21.0,21.0,21.0,24.0,13.0,2.1,2.1,2.1,2.4,1.3,0,0,0,0,0,21.0,21.0,21.0,24.0,13.0,0
173,30223,2.0,2.0,0.0,3.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,21.0,22.0,13.0,24.0,20.0,2.1,2.2,1.3,2.4,2.0,0,0,0,0,0,21.0,22.0,13.0,24.0,20.0,0
174,30224,3.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,19.0,17.0,5.0,17.0,15.0,1.9,1.7,0.5,1.7,1.5,0,0,0,0,0,19.0,17.0,5.0,17.0,15.0,0
177,30227,2.0,3.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,20.0,25.0,14.0,14.0,16.0,2.0,2.5,1.4,1.4,1.6,0,0,0,0,0,20.0,25.0,14.0,14.0,16.0,0
178,30228,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,4.0,14.0,9.0,28.0,5.0,0.4,1.4,0.9,2.8,0.5,0,0,0,0,0,4.0,14.0,9.0,28.0,5.0,0
179,30229,3.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,26.0,20.0,11.0,18.0,24.0,2.6,2.0,1.1,1.8,2.4,0,0,0,0,0,26.0,20.0,11.0,18.0,24.0,0
180,30230,2.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,21.0,23.0,19.0,10.0,13.0,2.1,2.3,1.9,1.0,1.3,0,0,0,0,0,21.0,23.0,19.0,10.0,13.0,0
181,30231,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,15.0,6.0,19.0,6.0,0.7,1.5,0.6,1.9,0.6,0,0,0,0,0,7.0,15.0,6.0,19.0,6.0,0
182,30232,2.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,20.0,18.0,13.0,18.0,15.0,2.0,1.8,1.3,1.8,1.5,0,0,0,0,0,20.0,18.0,13.0,18.0,15.0,0
184,30234,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,15.0,18.0,0.0,9.0,4.0,1.5,1.8,0.0,0.9,0.4,0,0,0,0,0,15.0,18.0,0.0,9.0,4.0,0
185,30235,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,26.0,29.0,19.0,15.0,24.0,2.6,2.9,1.9,1.5,2.4,0,0,0,0,0,26.0,29.0,19.0,15.0,24.0,0
186,30236,2.0,1.0,1.0,0.0,2.0,2.0,0.0,,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,12.0,13.0,10.0,16.0,5.0,1.2,1.3,1.1111111111111112,1.6,0.5,0,0,1,0,0,12.0,13.0,11.11111111111111,16.0,5.0,1
187,30237,2.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,15.0,25.0,10.0,13.0,13.0,1.5,2.5,1.0,1.3,1.3,0,0,0,0,0,15.0,25.0,10.0,13.0,13.0,0
189,30239,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,27.0,27.0,10.0,25.0,23.0,2.7,2.7,1.0,2.5,2.3,0,0,0,0,0,27.0,27.0,10.0,25.0,23.0,0
190,30240,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,7.0,12.0,11.0,13.0,5.0,0.7,1.2,1.2222222222222223,1.3,0.5,0,0,1,0,0,7.0,12.0,12.222222222222221,13.0,5.0,1
191,30241,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,10.0,16.0,13.0,16.0,16.0,1.0,1.6,1.3,1.6,1.6,0,0,0,0,0,10.0,16.0,13.0,16.0,16.0,0
193,30243,2.0,1.0,0.0,1.0,2.0,3.0,,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,9.0,13.0,13.0,22.0,9.0,0.9,1.3,1.3,2.2,1.0,0,0,0,0,1,9.0,13.0,13.0,22.0,10.0,1
194,30244,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,21.0,28.0,25.0,23.0,17.0,2.1,2.8,2.5,2.3,1.7,0,0,0,0,0,21.0,28.0,25.0,23.0,17.0,0
195,30245,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,12.0,10.0,3.0,16.0,4.0,1.2,1.0,0.3,1.6,0.4,0,0,0,0,0,12.0,10.0,3.0,16.0,4.0,0
196,30246,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,9.0,12.0,15.0,18.0,3.0,0.9,1.2,1.5,1.8,0.3,0,0,0,0,0,9.0,12.0,15.0,18.0,3.0,0
198,30248,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,14.0,17.0,20.0,11.0,12.0,1.4,1.7,2.0,1.1,1.2,0,0,0,0,0,14.0,17.0,20.0,11.0,12.0,0
199,30249,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,27.0,28.0,21.0,21.0,21.0,2.7,2.8,2.1,2.1,2.1,0,0,0,0,0,27.0,28.0,21.0,21.0,21.0,0
200,30250,2.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,8.0,10.0,12.0,18.0,4.0,0.8,1.0,1.2,1.8,0.4,0,0,0,0,0,8.0,10.0,12.0,18.0,4.0,0
201,30251,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,14.0,14.0,12.0,17.0,15.0,1.4,1.4,1.2,1.7,1.5,0,0,0,0,0,14.0,14.0,12.0,17.0,15.0,0
202,30252,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,9.0,13.0,13.0,13.0,4.0,0.9,1.3,1.3,1.3,0.4,0,0,0,0,0,9.0,13.0,13.0,13.0,4.0,0
204,30254,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,7.0,16.0,19.0,21.0,14.0,0.7,1.6,1.9,2.1,1.4,0,0,0,0,0,7.0,16.0,19.0,21.0,14.0,0
205,30255,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,22.0,9.0,11.0,18.0,8.0,2.2,0.9,1.1,1.8,0.8,0,0,0,0,0,22.0,9.0,11.0,18.0,8.0,0
206,30256,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,9.0,19.0,9.0,17.0,6.0,0.9,1.9,0.9,1.7,0.6,0,0,0,0,0,9.0,19.0,9.0,17.0,6.0,0
207,30257,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,21.0,17.0,7.0,11.0,15.0,2.1,1.7,0.7,1.1,1.5,0,0,0,0,0,21.0,17.0,7.0,11.0,15.0,0
209,30259,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,11.0,11.0,12.0,15.0,9.0,1.1,1.1,1.2,1.5,0.9,0,0,0,0,0,11.0,11.0,12.0,15.0,9.0,0
210,30260,2.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,14.0,15.0,5.0,20.0,5.0,1.4,1.5,0.5,2.0,0.5,0,0,0,0,0,14.0,15.0,5.0,20.0,5.0,0
212,30262,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,16.0,15.0,8.0,6.0,0.8,1.6,1.5,0.8,0.6,0,0,0,0,0,8.0,16.0,15.0,8.0,6.0,0
213,30263,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,12.0,20.0,13.0,11.0,12.0,1.2,2.0,1.3,1.1,1.2,0,0,0,0,0,12.0,20.0,13.0,11.0,12.0,0
214,30264,3.0,3.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,23.0,25.0,10.0,18.0,18.0,2.3,2.5,1.0,1.8,1.8,0,0,0,0,0,23.0,25.0,10.0,18.0,18.0,0
216,30266,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,14.0,14.0,19.0,11.0,1.2,1.4,1.4,1.9,1.1,0,0,0,0,0,12.0,14.0,14.0,19.0,11.0,0
220,30270,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,13.0,11.0,18.0,5.0,0.5,1.3,1.1,1.8,0.5,0,0,0,0,0,5.0,13.0,11.0,18.0,5.0,0
223,30273,0.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,19.0,16.0,13.0,16.0,22.0,1.9,1.6,1.3,1.6,2.2,0,0,0,0,0,19.0,16.0,13.0,16.0,22.0,0
