,subID,subtlety,block_type,responses_subt_1,responses_pf,RT,accuracy,rating180,diff_from_180,social_skill,attn_switch,img,attn_to_det,comm,posAffect,negAffect,neuroticism,extraversion,openness,agreeableness,conscientiousness,loneliness,nfriends
120,30027,30.0,1.0,99.0,,2132.5,1.0,21.0,78.0,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
121,30027,60.0,1.0,94.0,,1927.0,1.0,21.0,73.0,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
122,30027,90.0,1.0,70.5,,2274.5,1.0,21.0,49.5,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
123,30027,120.0,1.0,63.5,,2757.0,1.0,21.0,42.5,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
124,30027,150.0,1.0,34.5,,2816.5,1.0,21.0,13.5,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
125,30027,180.0,1.0,21.0,,2662.5,1.0,21.0,0.0,9.0,8.0,6.0,17.0,5.0,27.0,0.0,20.0,46.0,50.0,48.0,58.0,29.55555555555556,10.0
126,30028,0.0,1.0,100.0,,3426.5,1.0,10.5,89.5,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
127,30028,30.0,1.0,100.0,,2732.5,1.0,10.5,89.5,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
128,30028,60.0,1.0,97.0,,3162.0,1.0,10.5,86.5,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
129,30028,90.0,1.0,66.0,,4030.5,1.0,10.5,55.5,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
130,30028,120.0,1.0,57.0,,3589.0,1.0,10.5,46.5,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
131,30028,150.0,1.0,27.0,,4010.5,1.0,10.5,16.5,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
132,30028,180.0,1.0,10.5,,3581.5,1.0,10.5,0.0,20.0,21.0,14.0,15.0,14.0,6.0,13.0,46.0,25.0,37.0,39.0,46.0,63.0,3.0
133,30029,0.0,1.0,99.5,,3624.0,1.0,43.0,56.5,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
134,30029,30.0,1.0,92.0,,4286.0,1.0,43.0,49.0,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
135,30029,60.0,1.0,94.0,,3815.5,1.0,43.0,51.0,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
136,30029,90.0,1.0,57.0,,3700.5,1.0,43.0,14.0,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
137,30029,120.0,1.0,41.5,,3740.0,1.0,43.0,-1.5,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
138,30029,150.0,1.0,57.0,,3697.0,1.0,43.0,14.0,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
139,30029,180.0,1.0,43.0,,4858.5,0.5,43.0,0.0,12.0,10.0,11.0,16.0,7.0,28.0,0.0,16.0,40.0,33.0,47.0,53.0,47.0,1.0
140,30030,0.0,1.0,80.0,,2791.0,1.0,65.5,14.5,18.0,19.0,11.0,18.0,11.0,17.0,12.0,41.0,35.0,40.0,37.0,46.0,54.0,0.0
141,30030,30.0,1.0,77.0,,2470.0,1.0,65.5,11.5,18.0,19.0,11.0,18.0,11.0,17.0,12.0,41.0,35.0,40.0,37.0,46.0,54.0,0.0
